"","Gen","Ard","Arc"
"16962","PRDM7","thyroid problem (not cancer)","endocrine/diabetes"
"16963","TRHDE-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16964","NDRG4","thyroid problem (not cancer)","endocrine/diabetes"
"16965","EIF3JP1","thyroid problem (not cancer)","endocrine/diabetes"
"16966","RPS3A","thyroid problem (not cancer)","endocrine/diabetes"
"16967","CELF4","thyroid problem (not cancer)","endocrine/diabetes"
"16968","PPP1CA","thyroid problem (not cancer)","endocrine/diabetes"
"16969","PLEKHG5","thyroid problem (not cancer)","endocrine/diabetes"
"16970","IDH3G","thyroid problem (not cancer)","endocrine/diabetes"
"16971","PCDHGB2","thyroid problem (not cancer)","endocrine/diabetes"
"16972","ZNF567-DT","thyroid problem (not cancer)","endocrine/diabetes"
"16973","RPL19","thyroid problem (not cancer)","endocrine/diabetes"
"16974","MIR1305","thyroid problem (not cancer)","endocrine/diabetes"
"16975","HSPA12A-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16976","RNF112","thyroid problem (not cancer)","endocrine/diabetes"
"16977","D1526","thyroid problem (not cancer)","endocrine/diabetes"
"16978","KCNQ2","thyroid problem (not cancer)","endocrine/diabetes"
"16979","DPP9","thyroid problem (not cancer)","endocrine/diabetes"
"16980","PCBP2P2","thyroid problem (not cancer)","endocrine/diabetes"
"16981","NALCN-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16982","MED4","thyroid problem (not cancer)","endocrine/diabetes"
"16983","TNR","thyroid problem (not cancer)","endocrine/diabetes"
"16984","RPS15P4","thyroid problem (not cancer)","endocrine/diabetes"
"16985","CADPS","thyroid problem (not cancer)","endocrine/diabetes"
"16986","RPS23P8","thyroid problem (not cancer)","endocrine/diabetes"
"16987","HCN2","thyroid problem (not cancer)","endocrine/diabetes"
"16988","BCAS2P3","thyroid problem (not cancer)","endocrine/diabetes"
"16989","RTBDN","thyroid problem (not cancer)","endocrine/diabetes"
"16990","REEP2","thyroid problem (not cancer)","endocrine/diabetes"
"16991","EEF2","thyroid problem (not cancer)","endocrine/diabetes"
"16992","CD44-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"16993","LINC01736","thyroid problem (not cancer)","endocrine/diabetes"
"16994","IGFBP4","thyroid problem (not cancer)","endocrine/diabetes"
"16995","GPC3","thyroid problem (not cancer)","endocrine/diabetes"
"16996","H3P36","thyroid problem (not cancer)","endocrine/diabetes"
"16997","RPL17","thyroid problem (not cancer)","endocrine/diabetes"
"16998","RBPJP6","thyroid problem (not cancer)","endocrine/diabetes"
"16999","CHN1","thyroid problem (not cancer)","endocrine/diabetes"
"17000","PRMT1","thyroid problem (not cancer)","endocrine/diabetes"
"17001","FOXO6","thyroid problem (not cancer)","endocrine/diabetes"
"17002","FXYD1","thyroid problem (not cancer)","endocrine/diabetes"
"17003","CLVS2","thyroid problem (not cancer)","endocrine/diabetes"
"17004","YLPM1","thyroid problem (not cancer)","endocrine/diabetes"
"17005","OR6V1","thyroid problem (not cancer)","endocrine/diabetes"
"17006","H2AC16","thyroid problem (not cancer)","endocrine/diabetes"
"17007","DPH7","thyroid problem (not cancer)","endocrine/diabetes"
"17008","ELFN2","thyroid problem (not cancer)","endocrine/diabetes"
"17009","PTPN5","thyroid problem (not cancer)","endocrine/diabetes"
"17010","ATP6V1C2","thyroid problem (not cancer)","endocrine/diabetes"
"17011","SNRPGP8","thyroid problem (not cancer)","endocrine/diabetes"
"17012","YY1","thyroid problem (not cancer)","endocrine/diabetes"
"17013","MAST1","thyroid problem (not cancer)","endocrine/diabetes"
"17014","CELF5","thyroid problem (not cancer)","endocrine/diabetes"
"17015","ANKRD30BP2","thyroid problem (not cancer)","endocrine/diabetes"
"17016","TUBGCP3","thyroid problem (not cancer)","endocrine/diabetes"
"17017","CACNA1I","thyroid problem (not cancer)","endocrine/diabetes"
"17018","LINC01532","thyroid problem (not cancer)","endocrine/diabetes"
"17019","WFIKKN2","thyroid problem (not cancer)","endocrine/diabetes"
"17020","RNU6-938P","thyroid problem (not cancer)","endocrine/diabetes"
"17021","SMARCB1","thyroid problem (not cancer)","endocrine/diabetes"
"17022","RNU6-1217P","thyroid problem (not cancer)","endocrine/diabetes"
"17023","VPS26BP1","thyroid problem (not cancer)","endocrine/diabetes"
"17024","RPS7","thyroid problem (not cancer)","endocrine/diabetes"
"17025","DTNA","thyroid problem (not cancer)","endocrine/diabetes"
"17026","NCL","thyroid problem (not cancer)","endocrine/diabetes"
"17027","KCNS2","thyroid problem (not cancer)","endocrine/diabetes"
"17028","PCDHGC5","thyroid problem (not cancer)","endocrine/diabetes"
"17029","NCDN","thyroid problem (not cancer)","endocrine/diabetes"
"17030","GAL3ST1","thyroid problem (not cancer)","endocrine/diabetes"
"17031","VWA5B2","thyroid problem (not cancer)","endocrine/diabetes"
"17032","HPSE","thyroid problem (not cancer)","endocrine/diabetes"
"17033","HRGP1","thyroid problem (not cancer)","endocrine/diabetes"
"17034","EIF4A1P10","thyroid problem (not cancer)","endocrine/diabetes"
"17035","RPSAP14","thyroid problem (not cancer)","endocrine/diabetes"
"17036","TAF1","thyroid problem (not cancer)","endocrine/diabetes"
"17037","RGS11","thyroid problem (not cancer)","endocrine/diabetes"
"17038","GRID2","thyroid problem (not cancer)","endocrine/diabetes"
"17039","IGKV2-24","thyroid problem (not cancer)","endocrine/diabetes"
"17040","JAKMIP3-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"17041","CDK5R2","thyroid problem (not cancer)","endocrine/diabetes"
"17042","SUSD4","thyroid problem (not cancer)","endocrine/diabetes"
"17043","CDH15","thyroid problem (not cancer)","endocrine/diabetes"
"17044","RPL6","thyroid problem (not cancer)","endocrine/diabetes"
"17045","RBX1P1","thyroid problem (not cancer)","endocrine/diabetes"
"17046","EPB41L1","thyroid problem (not cancer)","endocrine/diabetes"
"17047","MIR1471","thyroid problem (not cancer)","endocrine/diabetes"
"17048","ENTREP2","thyroid problem (not cancer)","endocrine/diabetes"
"17049","RPS2P5","thyroid problem (not cancer)","endocrine/diabetes"
"17050","ANGEL2","thyroid problem (not cancer)","endocrine/diabetes"
"17051","FRMPD4","thyroid problem (not cancer)","endocrine/diabetes"
"17052","PREPL","thyroid problem (not cancer)","endocrine/diabetes"
"17053","SYT2","thyroid problem (not cancer)","endocrine/diabetes"
"17054","RPS8","thyroid problem (not cancer)","endocrine/diabetes"
"17055","PCDHGB7","thyroid problem (not cancer)","endocrine/diabetes"
"17056","GDF5","thyroid problem (not cancer)","endocrine/diabetes"
"17057","OS9","thyroid problem (not cancer)","endocrine/diabetes"
"17058","RPL36AP7","thyroid problem (not cancer)","endocrine/diabetes"
"17059","GDF6","thyroid problem (not cancer)","endocrine/diabetes"
"17060","SLC25A23","thyroid problem (not cancer)","endocrine/diabetes"
"17061","OTUD7A","thyroid problem (not cancer)","endocrine/diabetes"
"17062","LY6G6F-LY6G6D","thyroid problem (not cancer)","endocrine/diabetes"
"17063","NDRG2","thyroid problem (not cancer)","endocrine/diabetes"
"17064","RPL37P24","thyroid problem (not cancer)","endocrine/diabetes"
"17065","PDZD4","thyroid problem (not cancer)","endocrine/diabetes"
"17066","ABCC8","thyroid problem (not cancer)","endocrine/diabetes"
"17067","RNA5SP487","thyroid problem (not cancer)","endocrine/diabetes"
"17068","PTPRR","thyroid problem (not cancer)","endocrine/diabetes"
"17069","PDIA3","thyroid problem (not cancer)","endocrine/diabetes"
"17070","SH3BP1","thyroid problem (not cancer)","endocrine/diabetes"
"17071","ModAge","thyroid problem (not cancer)","endocrine/diabetes"
"17072","STARD3","thyroid problem (not cancer)","endocrine/diabetes"
"17073","CCDC92B","thyroid problem (not cancer)","endocrine/diabetes"
"17074","PRPF8","thyroid problem (not cancer)","endocrine/diabetes"
"17075","PSPC1","thyroid problem (not cancer)","endocrine/diabetes"
"17076","KCND3","thyroid problem (not cancer)","endocrine/diabetes"
"17077","ARGLU1","thyroid problem (not cancer)","endocrine/diabetes"
"17078","RPL32","thyroid problem (not cancer)","endocrine/diabetes"
"17079","PPP1R1B","thyroid problem (not cancer)","endocrine/diabetes"
"17080","CPNE6","thyroid problem (not cancer)","endocrine/diabetes"
"17081","HABP4","thyroid problem (not cancer)","endocrine/diabetes"
"17082","CACNA1B","thyroid problem (not cancer)","endocrine/diabetes"
"17083","LINP1","thyroid problem (not cancer)","endocrine/diabetes"
"17084","TMEM229A","thyroid problem (not cancer)","endocrine/diabetes"
"17085","GPRC5B","thyroid problem (not cancer)","endocrine/diabetes"
"17086","DUSP26","thyroid problem (not cancer)","endocrine/diabetes"
"17087","RPL4P4","thyroid problem (not cancer)","endocrine/diabetes"
"17088","DBNDD2","thyroid problem (not cancer)","endocrine/diabetes"
"17089","CACNA1A","thyroid problem (not cancer)","endocrine/diabetes"
"17090","TOP3BP1","thyroid problem (not cancer)","endocrine/diabetes"
"17091","SMIM43","thyroid problem (not cancer)","endocrine/diabetes"
"17092","TCF25","thyroid problem (not cancer)","endocrine/diabetes"
"17093","FDX1P2","thyroid problem (not cancer)","endocrine/diabetes"
"17094","RPSAP15","thyroid problem (not cancer)","endocrine/diabetes"
"17095","SNCG","thyroid problem (not cancer)","endocrine/diabetes"
"17096","ACIN1","thyroid problem (not cancer)","endocrine/diabetes"
"17097","ENO2","thyroid problem (not cancer)","endocrine/diabetes"
"17098","TRPM7","thyroid problem (not cancer)","endocrine/diabetes"
"17099","RGS4","thyroid problem (not cancer)","endocrine/diabetes"
"17100","CACTIN","thyroid problem (not cancer)","endocrine/diabetes"
"17101","IGHD4-23","thyroid problem (not cancer)","endocrine/diabetes"
"17102","COPE","thyroid problem (not cancer)","endocrine/diabetes"
"17103","SLC20A1P1","thyroid problem (not cancer)","endocrine/diabetes"
"17104","SSR2","thyroid problem (not cancer)","endocrine/diabetes"
"17105","SRP72","thyroid problem (not cancer)","endocrine/diabetes"
"17106","SH3D19","thyroid problem (not cancer)","endocrine/diabetes"
"17107","CICP22","thyroid problem (not cancer)","endocrine/diabetes"
"17108","ETV1","thyroid problem (not cancer)","endocrine/diabetes"
"17109","RPL13","thyroid problem (not cancer)","endocrine/diabetes"
"17110","CNTFR","thyroid problem (not cancer)","endocrine/diabetes"
"17111","PRPF19","thyroid problem (not cancer)","endocrine/diabetes"
"17112","SLC6A7","thyroid problem (not cancer)","endocrine/diabetes"
"17113","SPATA13-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"17114","KNDC1","thyroid problem (not cancer)","endocrine/diabetes"
"17115","PPP2R2C","thyroid problem (not cancer)","endocrine/diabetes"
"17116","RPSA","thyroid problem (not cancer)","endocrine/diabetes"
"17117","ACTN2","thyroid problem (not cancer)","endocrine/diabetes"
"17118","HSPB8","thyroid problem (not cancer)","endocrine/diabetes"
"17119","CTNNA2","thyroid problem (not cancer)","endocrine/diabetes"
"17120","RPS13","thyroid problem (not cancer)","endocrine/diabetes"
"17121","CPE","thyroid problem (not cancer)","endocrine/diabetes"
"17122","CHD5","thyroid problem (not cancer)","endocrine/diabetes"
"17123","KLC2","thyroid problem (not cancer)","endocrine/diabetes"
"17124","PAH","thyroid problem (not cancer)","endocrine/diabetes"
"17125","CABP5","thyroid problem (not cancer)","endocrine/diabetes"
"17126","TRAPPC1","thyroid problem (not cancer)","endocrine/diabetes"
"17127","ARPC4-TTLL3","thyroid problem (not cancer)","endocrine/diabetes"
"17128","XPO4","thyroid problem (not cancer)","endocrine/diabetes"
"17129","TMEFF1","thyroid problem (not cancer)","endocrine/diabetes"
"17130","SLC17A7","thyroid problem (not cancer)","endocrine/diabetes"
"17131","APOC3","thyroid problem (not cancer)","endocrine/diabetes"
"17132","LINC01655","thyroid problem (not cancer)","endocrine/diabetes"
"17133","SNAP25-AS1","thyroid problem (not cancer)","endocrine/diabetes"
"17134","CHRNA4","thyroid problem (not cancer)","endocrine/diabetes"
"17135","NTRK2","thyroid problem (not cancer)","endocrine/diabetes"
"17136","SYN1","thyroid problem (not cancer)","endocrine/diabetes"
"17137","MUC5B","thyroid problem (not cancer)","endocrine/diabetes"
"17138","SFR1P2","thyroid problem (not cancer)","endocrine/diabetes"
"17139","ACTN4","thyroid problem (not cancer)","endocrine/diabetes"
"17140","MTA2","thyroid problem (not cancer)","endocrine/diabetes"
"17141","CFL1P3","thyroid problem (not cancer)","endocrine/diabetes"
"17142","SNAPC4","thyroid problem (not cancer)","endocrine/diabetes"
"17143","MTCO3P29","thyroid problem (not cancer)","endocrine/diabetes"
"17144","PCDHGA6","thyroid problem (not cancer)","endocrine/diabetes"
"17145","CHRD","thyroid problem (not cancer)","endocrine/diabetes"
"17146","ENPP6","thyroid problem (not cancer)","endocrine/diabetes"
"17147","LMAN1L","thyroid problem (not cancer)","endocrine/diabetes"
"17148","MTUS1","thyroid problem (not cancer)","endocrine/diabetes"
"17149","ABLIM2","thyroid problem (not cancer)","endocrine/diabetes"
"17150","ETV4","thyroid problem (not cancer)","endocrine/diabetes"
"17151","GPRIN1","thyroid problem (not cancer)","endocrine/diabetes"
"17152","TF","thyroid problem (not cancer)","endocrine/diabetes"
"17153","SHROOM2P1","thyroid problem (not cancer)","endocrine/diabetes"
"17154","MLPH","thyroid problem (not cancer)","endocrine/diabetes"
"17155","KCNT1","thyroid problem (not cancer)","endocrine/diabetes"
"17156","GPIHBP1","thyroid problem (not cancer)","endocrine/diabetes"
"17157","STXBP5L","thyroid problem (not cancer)","endocrine/diabetes"
"17158","PLEKHH1","thyroid problem (not cancer)","endocrine/diabetes"
"17159","SERPINC1","thyroid problem (not cancer)","endocrine/diabetes"
"17160","SMG1","thyroid problem (not cancer)","endocrine/diabetes"
"17161","RPS26P15","thyroid problem (not cancer)","endocrine/diabetes"
"17162","RCAN2","thyroid problem (not cancer)","endocrine/diabetes"
"17163","GDA","thyroid problem (not cancer)","endocrine/diabetes"
"17164","PCDHGA11","thyroid problem (not cancer)","endocrine/diabetes"
"17165","MTND6P18","thyroid problem (not cancer)","endocrine/diabetes"
"17166","SERPINF2","thyroid problem (not cancer)","endocrine/diabetes"
"17167","PROC","thyroid problem (not cancer)","endocrine/diabetes"
"17168","ANKRD34C","thyroid problem (not cancer)","endocrine/diabetes"
"17169","GAPDHP64","thyroid problem (not cancer)","endocrine/diabetes"
"17170","HTR1E","thyroid problem (not cancer)","endocrine/diabetes"
"17171","NPAS2","thyroid problem (not cancer)","endocrine/diabetes"
"17172","BRSK2","thyroid problem (not cancer)","endocrine/diabetes"
"17173","SLC1A6","thyroid problem (not cancer)","endocrine/diabetes"
"17174","CASQ2","thyroid problem (not cancer)","endocrine/diabetes"
"17175","EIF5A","thyroid problem (not cancer)","endocrine/diabetes"
"17176","H2AC14","thyroid problem (not cancer)","endocrine/diabetes"
"17177","PNKDP1","thyroid problem (not cancer)","endocrine/diabetes"
"17178","TMEM131","thyroid problem (not cancer)","endocrine/diabetes"
"17179","YEATS2","thyroid problem (not cancer)","endocrine/diabetes"
"17180","FAM236D","thyroid problem (not cancer)","endocrine/diabetes"
"17181","CIR1","thyroid problem (not cancer)","endocrine/diabetes"
"17182","RPL6P10","thyroid problem (not cancer)","endocrine/diabetes"
"17183","FNDC4","thyroid problem (not cancer)","endocrine/diabetes"
"17184","ETNPPL","thyroid problem (not cancer)","endocrine/diabetes"
"17185","PGC","thyroid problem (not cancer)","endocrine/diabetes"
"17186","SH3GL3","thyroid problem (not cancer)","endocrine/diabetes"
"17187","MTND4P32","thyroid problem (not cancer)","endocrine/diabetes"
"17188","LRTM2","thyroid problem (not cancer)","endocrine/diabetes"
"17189","PITPNM3","thyroid problem (not cancer)","endocrine/diabetes"
"17190","CPNE9","thyroid problem (not cancer)","endocrine/diabetes"
"17191","SNORD57","thyroid problem (not cancer)","endocrine/diabetes"
"17192","CADPS2","thyroid problem (not cancer)","endocrine/diabetes"
"17193","RPL6P27","thyroid problem (not cancer)","endocrine/diabetes"
"17194","VXN","thyroid problem (not cancer)","endocrine/diabetes"
"17195","UGT2A3","thyroid problem (not cancer)","endocrine/diabetes"
"17196","H2BC17","thyroid problem (not cancer)","endocrine/diabetes"
"17197","GNG13","thyroid problem (not cancer)","endocrine/diabetes"
"17198","MLXIPL","thyroid problem (not cancer)","endocrine/diabetes"
